timeOpen,timeClose,timeHigh,timeLow,priceOpen,priceHigh,priceLow,priceClose,volume
1.73703E+12,1.73712E+12,1.73707E+12,1.73703E+12,0.137925888,0.153215892,0.136749909,0.145647612,124487379.5
1.73694E+12,1.73703E+12,1.73702E+12,1.73698E+12,0.13715903,0.140040178,0.132623689,0.137924966,99101303.14
1.73686E+12,1.73694E+12,1.73693E+12,1.73686E+12,0.117150367,0.139575078,0.117138529,0.13715903,149300973.3
1.73677E+12,1.73686E+12,1.73677E+12,1.73681E+12,0.116670805,0.118001826,0.108113727,0.117150367,137424188.4
1.73668E+12,1.73677E+12,1.73676E+12,1.73669E+12,0.116260401,0.11938974,0.115890929,0.116670805,52444087.91
1.7366E+12,1.73668E+12,1.73661E+12,1.7366E+12,0.114709402,0.118037347,0.114225528,0.116260401,55579482.59
1.73651E+12,1.7366E+12,1.73655E+12,1.73657E+12,0.112946769,0.116286467,0.112645456,0.114709402,79195743.72
1.73642E+12,1.73651E+12,1.73643E+12,1.7365E+12,0.117116072,0.118195941,0.111121426,0.112947868,117975998.3
1.73634E+12,1.73642E+12,1.73641E+12,1.73636E+12,0.113932558,0.117486035,0.109255118,0.117116072,145588769.8
1.73625E+12,1.73634E+12,1.73625E+12,1.73632E+12,0.123384124,0.123822151,0.113452231,0.113932558,120710447.2
1.73616E+12,1.73625E+12,1.73622E+12,1.7362E+12,0.124385725,0.126482478,0.120972173,0.12338429,101263347.3
1.73608E+12,1.73616E+12,1.73608E+12,1.73614E+12,0.12641212,0.126557742,0.121761975,0.124385725,78187770.22
1.73599E+12,1.73608E+12,1.73599E+12,1.73603E+12,0.128821459,0.129481892,0.125764982,0.12641212,90822207.98
1.73591E+12,1.73599E+12,1.73598E+12,1.73594E+12,0.122631922,0.130092411,0.120296415,0.128821459,116603478.4
1.73582E+12,1.73591E+12,1.73586E+12,1.73582E+12,0.116947658,0.126291382,0.116893426,0.122633569,119879053.5
1.73573E+12,1.73582E+12,1.73581E+12,1.73577E+12,0.114613287,0.11768799,0.112391798,0.116948021,75598839.25
1.73565E+12,1.73573E+12,1.7357E+12,1.73567E+12,0.115377547,0.11723753,0.113337365,0.114613287,75055890.78
1.73556E+12,1.73565E+12,1.73563E+12,1.73562E+12,0.115549605,0.118837632,0.112898117,0.115377547,97749256.96
1.73547E+12,1.73556E+12,1.7355E+12,1.73556E+12,0.120463307,0.121212436,0.114876098,0.115549605,73542982.07
1.73539E+12,1.73547E+12,1.73545E+12,1.73541E+12,0.117672514,0.121978367,0.115969973,0.120463307,97536104.25
1.7353E+12,1.73539E+12,1.73537E+12,1.7353E+12,0.111787284,0.118877965,0.11104443,0.117672514,124110245.2
1.73521E+12,1.7353E+12,1.73522E+12,1.73528E+12,0.119536075,0.121175059,0.111125417,0.111787468,163899735.5
1.73513E+12,1.73521E+12,1.7352E+12,1.73516E+12,0.118239116,0.121038514,0.116604952,0.119536075,112173359.5
1.73504E+12,1.73513E+12,1.73505E+12,1.73508E+12,0.12167378,0.123093965,0.115265711,0.118239116,215008773.1
1.73496E+12,1.73504E+12,1.73504E+12,1.73496E+12,0.116241249,0.122945748,0.114358046,0.12167378,184906378.5
1.73487E+12,1.73496E+12,1.73492E+12,1.73494E+12,0.118729291,0.122550517,0.115113442,0.116241249,155900615.2
