timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-04-06T00:00:00.000Z";"2025-04-06T23:59:59.999Z";"2025-04-06T01:32:00.000Z";"2025-04-06T23:25:00.000Z";"2781";0.0640011392;0.0640915739;0.0568132481;0.0579101619;143660783.05;1504597667.72;"2025-04-06T23:59:59.999Z"
"2025-04-05T00:00:00.000Z";"2025-04-05T23:59:59.999Z";"2025-04-05T01:10:00.000Z";"2025-04-05T20:53:00.000Z";"2781";0.0650410918;0.065838742;0.0628364091;0.0640018264;72742553.83;1662547427.58;"2025-04-05T23:59:59.999Z"
"2025-04-04T00:00:00.000Z";"2025-04-04T23:59:59.999Z";"2025-04-04T08:24:00.000Z";"2025-04-04T11:33:00.000Z";"2781";0.0649613018;0.0677610436;0.0634545341;0.0650410918;117582352.35;1689177894.86;"2025-04-04T23:59:59.999Z"
"2025-04-03T00:00:00.000Z";"2025-04-03T23:59:59.999Z";"2025-04-03T22:57:00.000Z";"2025-04-03T13:10:00.000Z";"2781";0.0632254029;0.0651004343;0.060643907;0.0649614787;107419382.39;1686786673.36;"2025-04-03T23:59:59.999Z"
"2025-04-02T00:00:00.000Z";"2025-04-02T23:59:59.999Z";"2025-04-02T20:19:00.000Z";"2025-04-02T23:06:00.000Z";"2781";0.0684747313;0.0690301674;0.0621680567;0.0632254029;130900643.82;1641374682.32;"2025-04-02T23:59:59.999Z"
"2025-04-01T00:00:00.000Z";"2025-04-01T23:59:59.999Z";"2025-04-01T23:38:00.000Z";"2025-04-01T00:19:00.000Z";"2781";0.0645782801;0.0690194572;0.0644882201;0.0684747313;90822705.25;1777287088.99;"2025-04-01T23:59:59.999Z"
"2025-03-31T00:00:00.000Z";"2025-03-31T23:59:59.999Z";"2025-03-31T15:06:00.000Z";"2025-03-31T10:20:00.000Z";"2781";0.0644255571;0.0662267619;0.0620869293;0.0645782801;84543645.13;1675808748.24;"2025-03-31T23:59:59.999Z"
"2025-03-30T00:00:00.000Z";"2025-03-30T23:59:59.999Z";"2025-03-30T09:02:00.000Z";"2025-03-30T16:59:00.000Z";"2781";0.0645046574;0.0670476107;0.0633014474;0.0644258708;38179570.74;1671474366.31;"2025-03-30T23:59:59.999Z"
"2025-03-29T00:00:00.000Z";"2025-03-29T23:59:59.999Z";"2025-03-29T00:40:00.000Z";"2025-03-29T18:58:00.000Z";"2781";0.0698140093;0.0700073308;0.0627680298;0.0645048195;53272443.45;1673186488.29;"2025-03-29T23:59:59.999Z"
"2025-03-28T00:00:00.000Z";"2025-03-28T23:59:59.999Z";"2025-03-28T01:47:00.000Z";"2025-03-28T21:04:00.000Z";"2781";0.0754990759;0.0757791664;0.0680029737;0.0698140093;47807303.12;1810528753.3;"2025-03-28T23:59:59.999Z"
"2025-03-27T00:00:00.000Z";"2025-03-27T23:59:59.999Z";"2025-03-27T03:49:00.000Z";"2025-03-27T13:41:00.000Z";"2781";0.0757426589;0.0768862824;0.0741208167;0.0754990759;35466434.7;1957560491.81;"2025-03-27T23:59:59.999Z"
"2025-03-26T00:00:00.000Z";"2025-03-26T23:59:59.999Z";"2025-03-26T12:07:00.000Z";"2025-03-26T19:16:00.000Z";"2781";0.0776490721;0.0799829236;0.0747600584;0.0757426589;55194392.61;1963503905.2;"2025-03-26T23:59:59.999Z"
"2025-03-25T00:00:00.000Z";"2025-03-25T23:59:59.999Z";"2025-03-25T01:23:00.000Z";"2025-03-25T04:34:00.000Z";"2781";0.0782483879;0.0789054761;0.0762173221;0.0776490721;41083828.88;2012510056.34;"2025-03-25T23:59:59.999Z"
"2025-03-24T00:00:00.000Z";"2025-03-24T23:59:59.999Z";"2025-03-24T12:55:00.000Z";"2025-03-24T23:25:00.000Z";"2781";0.0802560703;0.0824654975;0.0779278331;0.0782483879;61673312.06;2027637490.98;"2025-03-24T23:59:59.999Z"
"2025-03-23T00:00:00.000Z";"2025-03-23T23:59:59.999Z";"2025-03-23T01:25:00.000Z";"2025-03-23T10:16:00.000Z";"2781";0.079884281;0.0809314396;0.0787208237;0.0802560703;28990991.64;2079188470.35;"2025-03-23T23:59:59.999Z"
"2025-03-22T00:00:00.000Z";"2025-03-22T23:59:59.999Z";"2025-03-22T07:36:00.000Z";"2025-03-22T00:00:00.000Z";"2781";0.0773886395;0.0804597748;0.0773884164;0.079884281;23461514.56;2069164313.31;"2025-03-22T23:59:59.999Z"
"2025-03-21T00:00:00.000Z";"2025-03-21T23:59:59.999Z";"2025-03-21T17:52:00.000Z";"2025-03-21T11:32:00.000Z";"2781";0.077860767;0.0792361147;0.0758502304;0.0773884848;46866080.51;2004105725.69;"2025-03-21T23:59:59.999Z"
"2025-03-20T00:00:00.000Z";"2025-03-20T23:59:59.999Z";"2025-03-20T00:17:00.000Z";"2025-03-20T23:26:00.000Z";"2781";0.0826356996;0.0830117045;0.077617202;0.077860767;63882631.85;2015890731.81;"2025-03-20T23:59:59.999Z"
"2025-03-19T00:00:00.000Z";"2025-03-19T23:59:59.999Z";"2025-03-19T23:53:00.000Z";"2025-03-19T02:33:00.000Z";"2781";0.0779823961;0.0829726617;0.0761565018;0.0826356996;87274976.57;2139076862.75;"2025-03-19T23:59:59.999Z"
"2025-03-18T00:00:00.000Z";"2025-03-18T23:59:59.999Z";"2025-03-18T23:58:00.000Z";"2025-03-18T06:52:00.000Z";"2781";0.0756781915;0.077994948;0.0724148999;0.0779823961;57583980.82;2018207702.28;"2025-03-18T23:59:59.999Z"
"2025-03-17T00:00:00.000Z";"2025-03-17T23:59:59.999Z";"2025-03-17T19:58:00.000Z";"2025-03-17T14:10:00.000Z";"2781";0.0737407273;0.0763351581;0.0729728284;0.0756950018;54005625.46;1958170326.93;"2025-03-17T23:59:59.999Z"
"2025-03-16T00:00:00.000Z";"2025-03-16T23:59:59.999Z";"2025-03-16T01:23:00.000Z";"2025-03-16T23:10:00.000Z";"2781";0.0805146206;0.0817507137;0.0734339784;0.0737410523;60912502.68;1907653385.35;"2025-03-16T23:59:59.999Z"
"2025-03-15T00:00:00.000Z";"2025-03-15T23:59:59.999Z";"2025-03-15T04:39:00.000Z";"2025-03-15T00:01:00.000Z";"2781";0.0779531837;0.0825613941;0.0779391848;0.0805145794;61193858.87;2082460135.27;"2025-03-15T23:59:59.999Z"
"2025-03-14T00:00:00.000Z";"2025-03-14T23:59:59.999Z";"2025-03-14T23:02:00.000Z";"2025-03-14T00:13:00.000Z";"2781";0.0708454738;0.0788185359;0.0704224314;0.0779538547;77220856.52;2015812987.95;"2025-03-14T23:59:59.999Z"
"2025-03-13T00:00:00.000Z";"2025-03-13T23:59:59.999Z";"2025-03-13T01:55:00.000Z";"2025-03-13T17:34:00.000Z";"2781";0.0717914985;0.0741275413;0.0684708709;0.0708454738;68298381.86;1831618860.89;"2025-03-13T23:59:59.999Z"
"2025-03-12T00:00:00.000Z";"2025-03-12T23:59:59.999Z";"2025-03-12T13:03:00.000Z";"2025-03-12T06:50:00.000Z";"2781";0.0696579171;0.0719161676;0.0659628832;0.0717944985;95967689.9;1855688048.52;"2025-03-12T23:59:59.999Z"
"2025-03-11T00:00:00.000Z";"2025-03-11T23:59:59.999Z";"2025-03-11T16:46:00.000Z";"2025-03-11T01:08:00.000Z";"2781";0.0586027717;0.0750662774;0.0558739224;0.069657892;190947438;1800166348.19;"2025-03-11T23:59:59.999Z"
"2025-03-10T00:00:00.000Z";"2025-03-10T23:59:59.999Z";"2025-03-10T09:28:00.000Z";"2025-03-10T19:01:00.000Z";"2781";0.0605854552;0.0640766405;0.0559124491;0.0586027717;87383803.92;1514156497.49;"2025-03-10T23:59:59.999Z"
"2025-03-09T00:00:00.000Z";"2025-03-09T23:59:59.999Z";"2025-03-09T07:31:00.000Z";"2025-03-09T23:10:00.000Z";"2781";0.0697756255;0.0723214893;0.0603318489;0.0605854552;85107723.64;1565066288.73;"2025-03-09T23:59:59.999Z"
"2025-03-08T00:00:00.000Z";"2025-03-08T23:59:59.999Z";"2025-03-08T14:16:00.000Z";"2025-03-08T03:31:00.000Z";"2781";0.0700402297;0.072553388;0.0672142047;0.0697756712;54474940.9;1802092561.58;"2025-03-08T23:59:59.999Z"
"2025-03-07T00:00:00.000Z";"2025-03-07T23:59:59.999Z";"2025-03-07T00:07:00.000Z";"2025-03-07T23:58:00.000Z";"2781";0.0758708709;0.0759402017;0.0700329948;0.070040064;80309322.83;1808557977.33;"2025-03-07T23:59:59.999Z"
"2025-03-06T00:00:00.000Z";"2025-03-06T23:59:59.999Z";"2025-03-06T15:43:00.000Z";"2025-03-06T01:35:00.000Z";"2781";0.0748135668;0.0768622203;0.0739547806;0.0758708709;60199994.59;1958704874.61;"2025-03-06T23:59:59.999Z"
"2025-03-05T00:00:00.000Z";"2025-03-05T23:59:59.999Z";"2025-03-05T10:37:00.000Z";"2025-03-05T16:33:00.000Z";"2781";0.0756596959;0.0778332131;0.0732255177;0.0748135668;59367124.48;1931008180.23;"2025-03-05T23:59:59.999Z"
"2025-03-04T00:00:00.000Z";"2025-03-04T23:59:59.999Z";"2025-03-04T00:22:00.000Z";"2025-03-04T16:37:00.000Z";"2781";0.078546108;0.0790024518;0.069032573;0.075660164;124711098.25;1952424477.05;"2025-03-04T23:59:59.999Z"
"2025-03-03T00:00:00.000Z";"2025-03-03T23:59:59.999Z";"2025-03-03T00:01:00.000Z";"2025-03-03T20:03:00.000Z";"2781";0.0897391654;0.0897709355;0.0774317961;0.078546108;106408393.13;2026465123.42;"2025-03-03T23:59:59.999Z"
"2025-03-02T00:00:00.000Z";"2025-03-02T23:59:59.999Z";"2025-03-02T17:49:00.000Z";"2025-03-02T15:27:00.000Z";"2781";0.0794416925;0.0940919607;0.0754878606;0.0897394162;117027314.06;2314730324.66;"2025-03-02T23:59:59.999Z"
"2025-03-01T00:00:00.000Z";"2025-03-01T23:59:59.999Z";"2025-03-01T04:18:00.000Z";"2025-03-01T14:40:00.000Z";"2781";0.0785895562;0.0844297494;0.0752418368;0.0794416925;58935241.64;2048669616.26;"2025-03-01T23:59:59.999Z"
"2025-02-28T00:00:00.000Z";"2025-02-28T23:59:59.999Z";"2025-02-28T00:01:00.000Z";"2025-02-28T04:40:00.000Z";"2781";0.0839791013;0.084016874;0.0743815785;0.0785895562;117716292.47;2026249782.17;"2025-02-28T23:59:59.999Z"
"2025-02-27T00:00:00.000Z";"2025-02-27T23:59:59.999Z";"2025-02-27T07:50:00.000Z";"2025-02-27T20:22:00.000Z";"2781";0.0855307855;0.0877301014;0.0822118029;0.0839791013;51306728.43;2164732242.42;"2025-02-27T23:59:59.999Z"
"2025-02-26T00:00:00.000Z";"2025-02-26T23:59:59.999Z";"2025-02-26T04:46:00.000Z";"2025-02-26T19:10:00.000Z";"2781";0.0922048757;0.0936118754;0.0840693303;0.0855307855;68824060.05;2204245972.23;"2025-02-26T23:59:59.999Z"
"2025-02-25T00:00:00.000Z";"2025-02-25T23:59:59.999Z";"2025-02-25T22:12:00.000Z";"2025-02-25T10:23:00.000Z";"2781";0.0901330265;0.0934109669;0.085329662;0.0922048757;110477222.83;2375725043.51;"2025-02-25T23:59:59.999Z"
"2025-02-24T00:00:00.000Z";"2025-02-24T23:59:59.999Z";"2025-02-24T00:31:00.000Z";"2025-02-24T23:58:00.000Z";"2781";0.0989855745;0.0995066448;0.0901235159;0.090133615;65243726;2321833112.91;"2025-02-24T23:59:59.999Z"
"2025-02-23T00:00:00.000Z";"2025-02-23T23:59:59.999Z";"2025-02-23T09:10:00.000Z";"2025-02-23T20:38:00.000Z";"2781";0.1007958085;0.101786406;0.0970848709;0.0989855745;30905779.29;2549315211;"2025-02-23T23:59:59.999Z"
"2025-02-22T00:00:00.000Z";"2025-02-22T23:59:59.999Z";"2025-02-22T18:32:00.000Z";"2025-02-22T00:19:00.000Z";"2781";0.0993931382;0.1024272671;0.0983225404;0.1007958085;36272177.83;2595366978.54;"2025-02-22T23:59:59.999Z"
"2025-02-21T00:00:00.000Z";"2025-02-21T23:59:59.999Z";"2025-02-21T10:37:00.000Z";"2025-02-21T19:49:00.000Z";"2781";0.1061624631;0.1087260533;0.0976778068;0.0993931382;80812898.67;2558687255.79;"2025-02-21T23:59:59.999Z"
"2025-02-20T00:00:00.000Z";"2025-02-20T23:59:59.999Z";"2025-02-20T05:01:00.000Z";"2025-02-20T16:07:00.000Z";"2781";0.1064663579;0.1091995128;0.1039850004;0.1061624631;39611165.17;2732350399.36;"2025-02-20T23:59:59.999Z"
"2025-02-19T00:00:00.000Z";"2025-02-19T23:59:59.999Z";"2025-02-19T14:16:00.000Z";"2025-02-19T01:43:00.000Z";"2781";0.1020287027;0.1079644415;0.1010354224;0.1064663579;50007201.33;2739567017.18;"2025-02-19T23:59:59.999Z"
"2025-02-18T00:00:00.000Z";"2025-02-18T23:59:59.999Z";"2025-02-18T02:43:00.000Z";"2025-02-18T17:36:00.000Z";"2781";0.1047002844;0.1065837074;0.0979224244;0.1020287027;66415596.75;2627654324.19;"2025-02-18T23:59:59.999Z"
"2025-02-17T00:00:00.000Z";"2025-02-17T23:59:59.999Z";"2025-02-17T01:56:00.000Z";"2025-02-17T19:16:00.000Z";"2781";0.1090285134;0.1119890143;0.1039677482;0.1047002844;71865843.63;2695866877.88;"2025-02-17T23:59:59.999Z"
"2025-02-16T00:00:00.000Z";"2025-02-16T23:59:59.999Z";"2025-02-16T08:40:00.000Z";"2025-02-16T00:00:00.000Z";"2781";0.10710026;0.1120717699;0.1070953016;0.1090285134;59766189.83;2805157335.17;"2025-02-16T23:59:59.999Z"
"2025-02-15T00:00:00.000Z";"2025-02-15T23:59:59.999Z";"2025-02-15T13:40:00.000Z";"2025-02-15T07:25:00.000Z";"2781";0.1067668591;0.1100084324;0.1051523471;0.1071003284;53686449.1;2754941923.68;"2025-02-15T23:59:59.999Z"
"2025-02-14T00:00:00.000Z";"2025-02-14T23:59:59.999Z";"2025-02-14T20:18:00.000Z";"2025-02-14T00:50:00.000Z";"2781";0.1023538716;0.1117533157;0.1014507474;0.1067668591;96361930.99;2747265886.77;"2025-02-14T23:59:59.999Z"
"2025-02-13T00:00:00.000Z";"2025-02-13T23:59:59.999Z";"2025-02-13T19:23:00.000Z";"2025-02-13T14:20:00.000Z";"2781";0.0982557258;0.1067627971;0.0953677586;0.1023538716;105255314.42;2633134565.22;"2025-02-13T23:59:59.999Z"
"2025-02-12T00:00:00.000Z";"2025-02-12T23:59:59.999Z";"2025-02-12T22:46:00.000Z";"2025-02-12T14:32:00.000Z";"2781";0.0959157371;0.1001471116;0.0894937782;0.0982557258;99545650.46;2525765061.64;"2025-02-12T23:59:59.999Z"
"2025-02-11T00:00:00.000Z";"2025-02-11T23:59:59.999Z";"2025-02-11T09:12:00.000Z";"2025-02-11T00:07:00.000Z";"2781";0.0929458681;0.1099395523;0.0928278249;0.0959157371;124866134.71;2466423138.43;"2025-02-11T23:59:59.999Z"
"2025-02-10T00:00:00.000Z";"2025-02-10T23:59:59.999Z";"2025-02-10T23:04:00.000Z";"2025-02-10T02:33:00.000Z";"2781";0.0865875903;0.0936668334;0.0842545202;0.0929458681;51251350.49;2388217440.93;"2025-02-10T23:59:59.999Z"
"2025-02-09T00:00:00.000Z";"2025-02-09T23:59:59.999Z";"2025-02-09T12:07:00.000Z";"2025-02-09T21:53:00.000Z";"2781";0.0883665404;0.0901355552;0.0823534391;0.0865875903;53628116.34;2225575663.95;"2025-02-09T23:59:59.999Z"
"2025-02-08T00:00:00.000Z";"2025-02-08T23:59:59.999Z";"2025-02-08T23:46:00.000Z";"2025-02-08T16:23:00.000Z";"2781";0.0873787691;0.0890625312;0.0849492981;0.0883665404;43728039.84;2269553661.92;"2025-02-08T23:59:59.999Z"
"2025-02-07T00:00:00.000Z";"2025-02-07T23:59:59.999Z";"2025-02-07T14:16:00.000Z";"2025-02-07T07:13:00.000Z";"2781";0.0830533845;0.0948610524;0.082845314;0.0873764162;100229592.28;2243689985.13;"2025-02-07T23:59:59.999Z"
"2025-02-06T00:00:00.000Z";"2025-02-06T23:59:59.999Z";"2025-02-06T00:41:00.000Z";"2025-02-06T23:46:00.000Z";"2781";0.0921536537;0.0932405394;0.0818593546;0.0830528787;117838249.25;2133325854.41;"2025-02-06T23:59:59.999Z"
"2025-02-05T00:00:00.000Z";"2025-02-05T23:59:59.999Z";"2025-02-05T12:21:00.000Z";"2025-02-05T23:34:00.000Z";"2781";0.0991595069;0.0999227935;0.0920700136;0.0921515485;74455573.7;2365201439.51;"2025-02-05T23:59:59.999Z"
